,f__Acetivibrionaceae,f__Acetobacteraceae,f__Acidaminococcaceae,f__Actinomycetaceae,f__Acutalibacteraceae,f__Aerococcaceae,f__Aeromonadaceae,f__Akkermansiaceae,f__Alteromonadaceae,f__Amphibacillaceae,f__Anaerofustaceae,f__Anaeroplasmataceae,f__Anaerotignaceae,f__Anaerovoracaceae,f__Anoxybacillaceae,f__Arcobacteraceae,f__Atopobiaceae,f__BX7,f__Bacillaceae,f__Bacillaceae_B,f__Bacillaceae_C,f__Bacillaceae_D,f__Bacillaceae_G,f__Bacillaceae_H,f__Bacillaceae_I,f__Bacillaceae_L,f__Bacteroidaceae,f__Barnesiellaceae,f__Beijerinckiaceae,f__Bifidobacteriaceae,f__Borkfalkiaceae,f__Brachyspiraceae,f__Brevibacillaceae,f__Brevibacteriaceae,f__Bryobacteraceae,f__Burkholderiaceae,f__Butyricicoccaceae,f__CAG-138,f__CAG-239,f__CAG-272,f__CAG-274,f__CAG-288,f__CAG-312,f__CAG-313,f__CAG-314,f__CAG-382,f__CAG-449,f__CAG-508,f__CAG-552,f__CAG-74,f__CAG-826,f__CAG-917,f__CAG-977,f__CAIPTA01,f__Campylobacteraceae,f__Cardiobacteriaceae,f__Carnobacteriaceae,f__Caulobacteraceae,f__Cellulomonadaceae,f__Cellulosilyticaceae,f__Chitinophagaceae,f__Christensenellaceae,f__Clostridiaceae,f__Coprobacteraceae,f__Coriobacteriaceae,f__DSM-1321,f__DSM-18226,f__Dehalobacteriaceae,f__Deinococcaceae,f__Dermabacteraceae,f__Dermatophilaceae,f__Desulfovibrionaceae,f__Dethiosulfovibrionaceae,f__Dialisteraceae,f__Domibacillaceae,f__Dysgonomonadaceae,f__Eggerthellaceae,f__Egibacteraceae,f__Elusimicrobiaceae,f__Enterobacteriaceae,f__Enterococcaceae,f__Erysipelatoclostridiaceae,f__Erysipelotrichaceae,f__Eubacteriaceae,f__Fastidiosipilaceae,f__Filifactoraceae,f__Flavobacteriaceae,f__Frankiaceae,f__Fusobacteriaceae,f__GCA-900066905,f__GWF2-45-14,f__Gastranaerophilaceae,f__Gemellaceae,f__Halomonadaceae,f__Heliobacteriaceae,f__JACDCH01,f__Jeotgalibacillaceae,f__Lachnospiraceae,f__Lactobacillaceae,f__Leptotrichiaceae,f__MARSEILLE-P3954,f__Marinifilaceae,f__Massilibacillaceae,f__Megasphaeraceae,f__Methanobacteriaceae,f__Methanomassiliicoccaceae,f__Methanomethylophilaceae,f__Methylophilaceae,f__Microbacteriaceae,f__Micrococcaceae,f__Microcoleaceae,f__Monoglobaceae,f__Moraxellaceae,f__Muribaculaceae,f__Mycobacteriaceae,f__Mycoplasmoidaceae,f__NSJ-53,f__Negativicoccaceae,f__Neisseriaceae,f__Nitrososphaeraceae,f__Nocardioidaceae,f__Opitutaceae,f__Oscillospiraceae,f__Paenibacillaceae,f__Paludibacteraceae,f__Pasteurellaceae,f__Peptoniphilaceae,f__Peptostreptococcaceae,f__Planococcaceae,f__Porphyromonadaceae,f__Propionibacteriaceae,f__Pseudomonadaceae,f__Pyrinomonadaceae,f__QAKW01,f__Rhizobiaceae,f__Rhizobiaceae_A,f__Rhodobacteraceae,f__Rhodocyclaceae,f__Rikenellaceae,f__Rubrobacteraceae,f__Ruminococcaceae,f__SK-Y3,f__Saccharimonadaceae,f__Salinicoccaceae,f__Salisediminibacteriaceae,f__Selenomonadaceae,f__Shewanellaceae,f__Solirubrobacteraceae,f__Sphingobacteriaceae,f__Sphingomonadaceae,f__Staphylococcaceae,f__Streptococcaceae,f__Streptomycetaceae,f__Streptosporangiaceae,f__Succinivibrionaceae,f__Synergistaceae,f__Syntrophomonadaceae,f__TK06,f__Tannerellaceae,f__Thermaceae,f__Thermicanaceae,f__Turicibacteraceae,f__UBA10450,f__UBA1067,f__UBA1381,f__UBA1390,f__UBA1407,f__UBA1820,f__UBA1829,f__UBA660,f__UBA932,f__UMGS1810,f__Vagococcaceae,f__Veillonellaceae,f__Vibrionaceae,f__Victivallaceae,f__WHSQ01,f__Weeksellaceae,f__X112,f__Xanthobacteraceae,f__Xanthomonadaceae
10317.000058326,0,0,0,0,98,0,0,41,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,119,3,0,0,0,0,0,51,0,0,18,24,3,5,0,0,0,0,0,0,0,258,0,268,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,2,0,59,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0,0,0,0,0,8,0,0,0,0,25,0,13,0,0,243,0,0,0,0,0,0,0,181,0,0,0,27,6,0,2,0,0,0,0,0,0,0,0,14,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10317.000059057,0,0,0,0,597,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,11106,0,0,211,0,0,0,0,0,164,514,0,0,0,0,0,0,0,0,0,0,63,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,50,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7342,2,0,0,46,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,243,0,0,87,0,5,0,0,0,0,0,0,0,0,0,0,196,0,2212,0,0,0,0,173,0,0,0,0,0,37,0,0,0,0,0,0,2,0,0,0,0,0,114,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
10317.000011409,0,0,27,0,41,0,0,28,0,2,0,0,4,19,0,0,0,0,2,3,0,0,1,4,0,0,1760,255,0,49,0,0,0,3,0,0,50,0,0,0,0,0,0,0,0,2,0,159,0,5,0,0,0,0,0,0,5,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,339,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,16,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,42,0,0,0,0,0,0,0,197,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,259,0,843,0,0,2,0,0,0,0,0,0,0,36,0,0,0,0,0,0,268,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
10317.000002958,0,0,169,0,166,0,0,0,0,0,0,0,333,119,0,0,0,0,0,0,0,0,0,0,0,0,3300,8,0,0,0,0,0,0,0,59,29,52,259,39,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,32,0,0,137,0,396,10,0,0,0,0,0,0,0,0,44,0,0,0,0,0,6515,0,0,0,1196,0,0,11,0,0,0,0,2,0,0,0,0,115,0,0,0,0,0,0,0,595,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,851,0,1884,0,0,0,0,0,0,0,0,0,18,15,0,0,0,5,0,0,1158,0,0,0,0,0,19,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
10317.000043129,0,0,1907,148,1853,158,0,206,0,0,0,0,2163,221,0,0,4,0,0,0,0,0,0,0,0,0,10833,233,2,1746,0,0,0,0,0,155,866,2,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,2,0,0,0,0,160,36,824,0,0,0,0,0,0,33,0,39,0,0,302,0,0,0,14,4410,112,0,0,0,0,0,4,0,0,0,215,0,0,0,0,52424,48,33,0,0,0,0,0,0,0,0,0,204,0,0,2,0,248,0,0,0,91,0,0,0,4327,0,0,168,281,2104,0,5,0,2,0,0,0,0,0,0,915,0,31710,0,0,0,0,0,0,0,0,2,0,1681,0,0,0,0,0,0,1546,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,153,0,0,0,75,0,0,4
10317.000023427,0,0,21,0,86,0,0,18,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,1058,176,0,5,0,0,0,0,0,50,33,15,35,2,0,0,0,2,17,8,0,9,3,100,0,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,21,0,0,0,3,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,178,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,95,0,338,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
10317.000014447,0,0,260,0,101,0,0,0,0,0,0,0,25,10,0,0,0,0,0,0,0,0,0,0,0,0,22823,37,0,52,0,0,0,0,0,313,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,9,0,8,0,0,3,0,0,0,0,276,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,2,0,0,34,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,124,0,0,0,11,22,0,2,0,0,0,0,0,0,0,0,102,0,308,0,0,0,0,237,0,0,0,0,0,4,0,0,0,0,0,0,339,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000039632,0,0,70,0,170,0,0,87,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,4131,0,0,0,0,0,0,0,0,57,22,0,0,3,0,0,0,0,0,0,0,15,0,31,0,0,0,0,0,0,0,0,0,0,0,0,75,0,8,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,27,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1947,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,660,0,0,3,5,49,0,4,0,4,0,0,0,0,0,0,1183,0,3749,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,323,0,0,0,0,0,69,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
10317.000036161,0,0,92,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,0,0,56,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,6,212,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,460,59,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,89,0,239,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000022212,0,0,115,2,67,0,40,5,0,0,0,0,52,7,0,0,0,0,0,0,0,0,0,0,0,0,7770,158,0,0,0,0,0,0,0,18,71,5,470,14,0,0,0,0,0,6,0,11,0,271,0,0,0,0,0,0,0,0,0,0,0,3,0,3,41,0,0,0,0,0,0,41,0,0,0,0,5,0,0,0,96,91,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690,0,0,0,98,0,0,0,0,0,0,2,0,0,0,112,0,55,0,0,0,3,0,0,0,723,28,0,7,17,0,0,4,0,0,0,0,5,31,0,0,217,0,3952,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,296,0,0,0,0,0,7,2,0,0,0,0,0,0,0,3,0,2,0,2,0,0,214
10317.000021275,0,0,182,36,840,0,0,15,0,0,0,0,92,82,0,0,0,0,0,0,0,0,0,0,0,0,4796,64,0,6,0,0,0,0,0,133,33,36,45,14,225,0,3,20,0,4,0,476,0,601,0,45,0,0,190,0,0,0,0,0,0,2,2,0,8,0,0,0,0,0,0,212,0,17,0,0,31,0,0,0,0,185,41,0,0,0,0,0,0,0,0,112,0,0,0,0,0,4230,62,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,624,0,0,8,196,6,0,30,0,2,0,0,0,0,0,0,156,0,7412,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,31,0,0,0,0,458,0,0,0,2,0,0,0,5,0,0,7
10317.000003098,0,0,119,4,185,0,0,3679,0,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,5,0,414,0,0,0,0,0,0,0,0,0,28,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,0,27,0,4,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,190,0,6,0,172,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,2,10,5,0,0,0,0,0,0,0,0,0,180,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,269,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
10317.000062954,0,0,42,0,83,0,0,32,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,1222,35,0,0,0,0,0,0,0,29,18,10,3,18,0,0,0,95,26,0,0,101,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,4,0,17,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,666,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,595,0,389,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,77,0,0,0,0,0,4,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0
10317.000041284,0,0,2746,0,379,0,0,6200,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,3870,479,0,49,7,0,0,0,0,200,21,0,0,29,0,0,0,0,0,0,0,31,2,18,0,0,0,0,0,0,0,0,0,0,0,10,21,0,6,0,0,0,0,0,0,177,0,0,0,0,14,0,0,8,0,3,26,0,0,0,0,0,0,0,0,112,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,2223,0,0,3,0,105,0,0,0,12,0,0,0,0,0,0,846,0,1140,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
10317.000013609,0,0,72,2,632,0,0,3326,0,0,0,0,43,189,0,0,0,5,0,0,0,0,0,0,0,0,5924,2,0,6,91,0,0,0,0,235,36,213,168,74,19,0,0,199,0,2,0,543,0,252,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,70,0,0,0,0,11,0,0,0,0,236,52,4,0,0,0,0,0,3,0,267,0,0,0,0,0,2110,2,0,0,809,0,0,41,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,1114,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,1165,0,3698,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2081,0,0,0,0,0,31,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0
10317.000013480,0,0,21,0,96,0,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,3,116,0,0,0,0,0,38,0,10,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,2,15,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,424,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,447,0,0,0,20,4,0,2,0,0,0,0,0,0,0,0,2,0,138,0,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,31,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000009593,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2982,0,0,7,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,99,0,0,0,0,0,0,2,52,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
10317.000062996,0,0,270,0,708,0,0,671,0,0,0,0,38,41,0,0,3,0,0,0,0,0,0,0,0,0,7335,47,0,493,3,0,0,0,0,247,116,504,355,66,35,0,0,107,50,5,0,927,12,179,0,436,0,0,0,0,0,0,0,0,0,0,4,23,26,0,0,0,0,0,0,234,0,12,0,0,50,0,0,43,7,176,15,0,0,0,0,0,0,0,0,62,0,0,0,0,0,5447,2,0,0,128,0,0,10,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,1451,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,941,0,9649,0,0,0,0,17,0,0,0,0,0,80,0,0,0,0,0,0,508,0,0,0,0,0,36,3,0,0,0,749,0,0,0,8,0,26,0,0,0,0,0
10317.000030358,0,0,109,0,1766,0,0,1074,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3723,0,0,240,0,0,0,0,0,6,26,45,0,24,0,0,0,0,0,0,0,287,0,605,0,0,0,0,0,0,0,0,0,0,0,8,158,0,26,0,0,0,0,0,0,22,0,412,0,0,9,0,0,0,20,6,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6047,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,27,0,0,0,0,0,0,0,612,0,0,37,29,199,0,6,0,0,0,0,0,0,0,0,670,0,1056,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,260,0,0,34,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
10317.000041532,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,0,0,2705,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,214,0,13,13,0,0,0,18,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1134,0,1020,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
10317.000003717,0,0,172,9,1265,10,0,0,0,0,0,0,54,18,0,0,0,0,0,0,0,0,0,0,0,0,5801,449,0,26,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,25,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5536,0,0,0,153,0,0,29,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1258,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,726,0,1103,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,458,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000021799,0,0,0,0,175,0,0,0,0,0,0,0,0,5,0,0,0,2,9,0,0,0,0,0,0,0,674,9,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,85,0,57,0,0,0,0,0,0,0,0,0,0,0,9,26,0,36,0,0,0,0,3,0,46,0,29,0,0,69,0,0,47,0,68,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,336,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
10317.000020639,0,0,77,0,659,0,0,0,0,0,0,550,15,5,0,0,0,0,0,0,0,0,0,0,0,0,4726,0,0,53,4,0,0,0,0,166,38,0,323,35,3,0,0,0,0,2,8,421,3,906,0,0,0,0,4,0,0,0,0,0,0,2,19,13,3,2,0,0,0,0,0,91,0,0,0,0,7,0,0,443,15,20,17,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2520,2,0,0,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,0,3,0,42,0,0,0,0,0,0,0,0,0,0,1191,0,1847,9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,296,0,0,6,0,0,141,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
10317.000011977,0,0,37,50,144,0,0,23,0,0,0,0,93,122,0,0,7,0,0,0,0,0,0,0,0,0,7682,20,0,364,0,0,0,0,0,170,89,0,96,7,0,0,0,0,0,0,0,95,0,626,0,0,0,0,50,0,0,0,0,0,0,2,16,14,19,0,0,0,0,0,0,29,0,377,0,0,29,0,0,0,0,61,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4511,19,0,0,62,0,0,0,0,0,0,0,0,0,0,3,107,47,0,0,0,0,0,0,0,687,0,0,0,3920,16,0,524,0,0,0,0,0,0,0,0,236,0,3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,34,0,0,0,0,75,0,0,0,2,0,2,0,0,0,0,0
10317.000029542,0,0,1,0,39,0,0,2,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1162,127,0,7,0,0,0,0,0,15,11,0,34,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,50,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,3,0,0,0,17,0,0,0,0,2,0,341,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10317.000039818,0,0,0,0,13,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,2369,31,0,32,0,0,0,0,0,16,5,0,29,0,0,0,0,0,0,0,0,152,0,104,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,0,16,0,0,0,0,0,31,13,59,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,84,0,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000062089,0,0,24,0,37,3,0,0,0,0,0,0,32,22,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,0,0,0,7,0,78,12,9,12,20,56,0,0,4,0,0,0,300,0,598,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,0,0,0,0,0,0,9,0,0,0,0,16,0,0,0,4,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,0,0,0,39,0,0,0,0,0,0,0,12,0,0,0,78,101,0,0,0,0,0,0,0,404,0,0,0,25,9,0,23,0,1,0,0,0,0,0,0,145,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,2,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0
10317.000023560,0,0,225,0,686,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1891,22,0,13,0,0,0,0,0,8,86,0,0,0,0,0,0,0,0,0,0,418,0,26,0,0,0,0,2,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,173,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092,257,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,150,36,58,0,6,0,0,0,0,0,0,0,0,187,0,879,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,774,0,0,0,0,0,25,0,0,0,0,5,0,0,0,27,0,0,0,0,0,0,0
10317.000033333,0,0,80,0,86,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1586,13,0,5,0,0,0,8,0,51,81,0,0,0,0,0,0,0,0,5,0,43,0,549,0,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,628,6,67,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,94,0,0,19,0,64,0,0,0,0,0,0,0,0,0,0,39,0,1413,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,57,0,0,4,0,0,33,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0
10317.000020732,0,0,127,4,216,0,0,11898,0,0,0,0,2,512,0,0,0,0,0,0,0,0,0,0,0,0,3143,0,0,0,0,0,0,0,0,91,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,17,50,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,1829,0,0,0,0,29,0,2,0,0,0,0,0,0,0,0,2363,0,1308,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3547,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10317.000021817,0,0,1423,0,181,0,0,23,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,4218,0,0,0,3,0,0,0,0,97,11,18,0,0,0,0,0,0,0,0,0,138,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,68,0,0,0,0,6,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1542,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,5,0,0,0,0,91,0,0,0,2,0,0,0,0,0,0,0
10317.000003430,0,0,0,0,219,0,0,4,0,0,0,0,11,14,0,0,4,0,0,0,0,0,0,0,0,0,5410,0,0,4,0,0,0,0,0,18,5,12,0,0,0,0,0,0,0,6,0,109,0,105,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,8,0,0,0,0,40,0,40,0,0,23,0,0,0,11,43,12,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1183,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,658,0,0,5,0,124,0,0,0,0,0,0,0,0,0,0,22,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,17,0,0,0,3,167,7,0,0,0,0,0,0,0,0,0,0
